file,line,size,real-size,type,subtype,name,heap?,id,total free,hex address,sum_alloc,actual_sum_alloc
tag_files\tag_groups.cpp,5852,168,252,bs codes,shader_contrail_struct_definition,,h,29,536870912,000000001D109A40,30351216,30353400
tag_files\tag_groups.cpp,5852,40,124,bs codes,shader_particle_struct_definition,,h,30,536870912,000000001D0C2A60,30351256,30353524
tag_files\tag_groups.cpp,5852,168,252,bs codes,shader_particle_struct_definition,,h,31,536870912,000000001D10A700,30351424,30353776
tag_files\tag_groups.cpp,5852,64,148,bs codes,sound_resource_definition_struct,,h,32,536870912,000000001D106C00,30351488,30353924
tag_files\tag_groups.cpp,5852,152,236,bs codes,cache_file_sound_struct_definition,,h,33,536870912,000000001D0D16C0,30351640,30354160
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_resource_layer_identifier_struct,,h,34,536870912,000000001D108500,30351696,30354300
tag_files\tag_groups.cpp,5852,48,132,bs codes,scenario_object_names_block,,h,35,536870912,000000001D0C1FB0,30351744,30354432
tag_files\tag_groups.cpp,5852,64,148,bs codes,dont_use_me_scenario_environment_object_block,,h,36,536870912,000000001D107A60,30351808,30354580
tag_files\tag_groups.cpp,5852,256,340,bs codes,scenario_structure_bsp_reference_block,,h,37,536870912,000000001D10AC30,30352064,30354920
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_scenery_palette_block,,h,38,536870912,000000001D107C40,30352120,30355060
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_object_node_orientations_bit_vector_block,,h,39,536870912,000000001D0F9A70,30352152,30355176
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_object_node_orientations_orientations_block,,h,40,536870912,000000001D0FADF0,30352184,30355292
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_object_node_orientations_block,,h,41,536870912,000000001D0E5390,30352272,30355464
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_object_id_struct,,h,42,536870912,000000001D106AC0,30352328,30355604
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_object_parent_struct,,h,43,536870912,000000001D107F60,30352384,30355744
tag_files\tag_groups.cpp,5852,208,292,bs codes,scenario_object_datum_struct,,h,44,536870912,000000001D10BDA0,30352592,30356036
tag_files\tag_groups.cpp,5852,208,292,bs codes,g_new_scenario_object_datum_fields,,h,45,536870912,000000001D10BED0,30352800,30356328
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_object_permutation_struct,,h,46,536870912,000000001D0C48B0,30352872,30356484
tag_files\tag_groups.cpp,5852,40,124,bs codes,pathfinding_object_index_list_block,,h,47,536870912,000000001D0C3B40,30352912,30356608
tag_files\tag_groups.cpp,5852,80,164,bs codes,scenario_scenery_datum_struct_v4,,h,48,536870912,000000001D0C43E0,30352992,30356772
tag_files\tag_groups.cpp,5852,184,268,bs codes,scenario_multiplayer_object_struct,,h,49,536870912,000000001D0EBB60,30353176,30357040
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_scenery_block,,h,50,536870912,000000001D0FF0F0,30353280,30357228
tag_files\tag_groups.cpp,5852,64,148,bs codes,scenario_scenery_datum_struct_v3,,h,51,536870912,000000001D106E80,30353344,30357376
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_scenery_fields_v3,,h,52,536870912,000000001D0E4CD0,30353432,30357548
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_scenery_fields_v3,,h,53,536870912,000000001D0E5210,30353520,30357720
tag_files\tag_groups.cpp,5852,64,148,bs codes,scenario_scenery_datum_struct_v2,,h,54,536870912,000000001D107BA0,30353584,30357868
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_scenery_fields_v2,,h,55,536870912,000000001D0E4D90,30353672,30358040
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_scenery_fields_v1,,h,56,536870912,000000001D109600,30353848,30358300
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_crate_palette_block,,h,57,536870912,000000001D1081E0,30353904,30358440
tag_files\tag_groups.cpp,5852,64,148,bs codes,scenario_crate_datum_struct,,h,58,536870912,000000001D106F20,30353968,30358588
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_crate_block,,h,59,536870912,000000001D0FF6A0,30354072,30358776
tag_files\tag_groups.cpp,5852,40,124,bs codes,g_scenario_editor_folder_block,,h,60,536870912,000000001D0C2820,30354112,30358900
tag_files\tag_groups.cpp,5852,248,332,bs codes,scenario_scenery_resource_struct_definition,,h,61,536870912,000000001D10C000,30354360,30359232
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_weapon_palette_block,,h,62,536870912,000000001D107240,30354416,30359372
tag_files\tag_groups.cpp,5852,48,132,bs codes,scenario_weapon_datum_struct,,h,63,536870912,000000001D0C29D0,30354464,30359504
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_weapon_block,,h,64,536870912,000000001D0FF290,30354568,30359692
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_weapon_fields_v2,,h,65,536870912,000000001D0FECE0,30354672,30359880
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_weapon_fields_v1,,h,66,536870912,000000001D109930,30354848,30360140
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_weapons_resource_struct_definition,,h,67,536870912,000000001D0EBFE0,30355040,30360416
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_vehicle_palette_block,,h,68,536870912,000000001D1076A0,30355096,30360556
tag_files\tag_groups.cpp,5852,40,124,bs codes,scenario_unit_struct,,h,69,536870912,000000001D0C2B80,30355136,30360680
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_vehicle_block,,h,70,536870912,000000001D0FEDB0,30355240,30360868
tag_files\tag_groups.cpp,5852,104,188,bs codes,scenario_vehicle_fields_v2,,h,71,536870912,000000001D0FF1C0,30355344,30361056
tag_files\tag_groups.cpp,5852,48,132,bs codes,old_scenario_unit_struct,,h,72,536870912,000000001D0C2C10,30355392,30361188
tag_files\tag_groups.cpp,5852,160,244,bs codes,scenario_vehicle_fields_v1,,h,73,536870912,000000001D10C160,30355552,30361432
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_vehicles_resource_struct_definition,,h,74,536870912,000000001D0EA960,30355744,30361708
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_effect_scenery_palette_block,,h,75,536870912,000000001D106D40,30355800,30361848
tag_files\tag_groups.cpp,5852,24,108,bs codes,scenario_effect_scenery_datum_struct,,h,76,536870912,000000001D0FA070,30355824,30361956
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_effect_scenery_block,,h,77,536870912,000000001D0C3FC0,30355896,30362112
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_effect_scenery_resource_struct_definition,,h,78,536870912,000000001D0EBC80,30356088,30362388
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_light_palette_block,,h,79,536870912,000000001D108820,30356144,30362528
tag_files\tag_groups.cpp,5852,48,132,bs codes,scenario_device_struct,,h,80,536870912,000000001D0C2F70,30356192,30362660
tag_files\tag_groups.cpp,5852,136,220,bs codes,scenario_light_struct,,h,81,536870912,000000001D0EA1C0,30356328,30362880
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_light_block,,h,82,536870912,000000001D0E4F10,30356416,30363052
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_light_fields_v2,,h,83,536870912,000000001D0E4E50,30356504,30363224
tag_files\tag_groups.cpp,5852,248,332,bs codes,scenario_light_fields_v1,,h,84,536870912,000000001D10C260,30356752,30363556
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_lights_resource_struct_definition,,h,85,536870912,000000001D0EC100,30356944,30363832
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_biped_palette_block,,h,86,536870912,000000001D1085A0,30357000,30363972
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_biped_block,,h,87,536870912,000000001D0E55D0,30357088,30364144
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_biped_fields_v2,,h,88,536870912,000000001D0E4A90,30357176,30364316
tag_files\tag_groups.cpp,5852,160,244,bs codes,scenario_biped_fields_v1,,h,89,536870912,000000001D10C3C0,30357336,30364560
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_bipeds_resource_struct_definition,,h,90,536870912,000000001D0EB6E0,30357528,30364836
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_equipment_palette_block,,h,91,536870912,000000001D108960,30357584,30364976
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_equipment_datum_struct,,h,92,536870912,000000001D0FAA70,30357616,30365092
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_equipment_block,,h,93,536870912,000000001D0E52D0,30357704,30365264
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_equipment_fields_v2,,h,94,536870912,000000001D0E5150,30357792,30365436
tag_files\tag_groups.cpp,5852,120,204,bs codes,scenario_equipment_fields_v1,,h,95,536870912,000000001D0DBEC0,30357912,30365640
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_equipment_resource_struct_definition,,h,96,536870912,000000001D0EB800,30358104,30365916
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_creature_palette_block,,h,97,536870912,000000001D107600,30358160,30366056
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_creature_block,,h,98,536870912,000000001D1072E0,30358216,30366196
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_creature_resource_struct_definition,,h,99,536870912,000000001D0EC220,30358408,30366472
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_sound_scenery_palette_block,,h,100,536870912,000000001D1083C0,30358464,30366612
tag_files\tag_groups.cpp,5852,80,164,bs codes,sound_scenery_datum_struct,,h,101,536870912,000000001D0C4120,30358544,30366776
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_sound_scenery_block,,h,102,536870912,000000001D0C41D0,30358616,30366932
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_sound_scenery_fields_v2,,h,103,536870912,000000001D0C4280,30358688,30367088
tag_files\tag_groups.cpp,5852,120,204,bs codes,scenario_sound_scenery_fields_v1,,h,104,536870912,000000001D0DBFA0,30358808,30367292
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_sound_scenery_resource_struct_definition,,h,105,536870912,000000001D0EA3C0,30359000,30367568
tag_files\tag_groups.cpp,5852,72,156,bs codes,editor_comment_block,,h,106,536870912,000000001D10D9B0,30359072,30367724
tag_files\tag_groups.cpp,5852,48,132,bs codes,scenario_comments_resource_struct_definition,,h,107,536870912,000000001D0C3510,30359120,30367856
tag_files\tag_groups.cpp,5852,104,188,bs codes,sound_effect_template_parameter_block,,h,108,536870912,000000001D0FF360,30359224,30368044
tag_files\tag_groups.cpp,5852,120,204,bs codes,sound_effect_templates_block,,h,109,536870912,000000001D0DC240,30359344,30368248
tag_files\tag_groups.cpp,5852,56,140,bs codes,sound_effect_template_additional_sound_input_block,,h,110,536870912,000000001D108000,30359400,30368388
tag_files\tag_groups.cpp,5852,80,164,bs codes,sound_effect_template_struct_definition,,h,111,536870912,000000001D10E090,30359480,30368552
tag_files\tag_groups.cpp,5852,32,116,bs codes,stereo_system_struct_definition,,h,112,536870912,000000001D0F9270,30359512,30368668
tag_files\tag_groups.cpp,5852,48,132,bs codes,compression_vectors,,h,113,536870912,000000001D0C3000,30359560,30368800
tag_files\tag_groups.cpp,5852,32,116,bs codes,mini_lightprobe_terms,,h,114,536870912,000000001D0FAEF0,30359592,30368916
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_lightmap_mini_lightprobe_value_struct,,h,115,536870912,000000001D10A810,30359768,30369176
tag_files\tag_groups.cpp,5852,32,116,bs codes,lightprobe_terms,,h,116,536870912,000000001D0F9D70,30359800,30369292
tag_files\tag_groups.cpp,5852,216,300,bs codes,scenario_lightmap_lightprobe_value,,h,117,536870912,000000000188B3B0,30360016,30369592
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_lightmap_pervertex_data,,h,118,536870912,000000001D107E20,30360072,30369732
tag_files\tag_groups.cpp,5852,40,124,bs codes,scenario_lightmap_cluster_data,,h,119,536870912,000000001D0C2CA0,30360112,30369856
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_lightmap_instance_data,,h,120,536870912,000000001D106CA0,30360168,30369996
tag_files\tag_groups.cpp,5852,96,180,bs codes,part_block,,h,121,536870912,000000001D0E5450,30360264,30370176
tag_files\tag_groups.cpp,5852,56,140,bs codes,subpart_block,,h,122,536870912,000000001D106B60,30360320,30370316
tag_files\tag_groups.cpp,5852,32,116,bs codes,vertex_buffer_indices_word_array,,h,123,536870912,000000001D0F92F0,30360352,30370432
tag_files\tag_groups.cpp,5852,32,116,bs codes,instance_index_word_block,,h,124,536870912,000000001D0FAAF0,30360384,30370548
tag_files\tag_groups.cpp,5852,64,148,bs codes,global_instance_bucket_block,,h,125,536870912,000000001D107420,30360448,30370696
tag_files\tag_groups.cpp,5852,32,116,bs codes,indices_word_block,,h,126,536870912,000000001D0FA470,30360480,30370812
tag_files\tag_groups.cpp,5852,224,308,bs codes,global_mesh_block,,h,127,536870912,000000000188A230,30360704,30371120
tag_files\tag_groups.cpp,5852,120,204,bs codes,compression_info_block,,h,128,536870912,000000001D0DC320,30360824,30371324
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_indices_array,,h,129,536870912,000000001D0FA8F0,30360856,30371440
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_weights_implicit_array,,h,130,536870912,000000001D0F9370,30360888,30371556
tag_files\tag_groups.cpp,5852,168,252,bs codes,sorting_position_block,,h,131,536870912,000000001D109B50,30361056,30371808
tag_files\tag_groups.cpp,5852,48,132,bs codes,global_render_geometry_user_data_header_struct,,h,132,536870912,000000001D0C36C0,30361104,30371940
tag_files\tag_groups.cpp,5852,80,164,bs codes,user_data_block,,h,133,536870912,000000001D10D380,30361184,30372104
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_weights_complete_array,,h,134,536870912,000000001D0FAE70,30361216,30372220
tag_files\tag_groups.cpp,5852,256,340,bs codes,raw_vertex_block,,h,135,536870912,000000001D10F4E0,30361472,30372560
tag_files\tag_groups.cpp,5852,96,180,bs codes,raw_water_append_block,,h,136,536870912,000000001D0E4790,30361568,30372740
tag_files\tag_groups.cpp,5852,72,156,bs codes,raw_water_block,,h,137,536870912,000000001D10DE80,30361640,30372896
tag_files\tag_groups.cpp,5852,120,204,bs codes,per_mesh_raw_data_block,,h,138,536870912,000000001D0DC940,30361760,30373100
tag_files\tag_groups.cpp,5852,32,116,bs codes,global_geometry_section_strip_index_block,,h,139,536870912,000000001D0F9870,30361792,30373216
tag_files\tag_groups.cpp,5852,88,172,bs codes,per_mesh_mopp_block,,h,140,536870912,000000001D0E4FD0,30361880,30373388
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_map_byte_block,,h,141,536870912,000000001D0F9EF0,30361912,30373504
tag_files\tag_groups.cpp,5852,48,132,bs codes,per_mesh_node_map_block,,h,142,536870912,000000001D0C20D0,30361960,30373636
tag_files\tag_groups.cpp,5852,48,132,bs codes,per_mesh_subpart_visibility_block,,h,143,536870912,000000001D0C2D30,30362008,30373768
tag_files\tag_groups.cpp,5852,64,148,bs codes,per_instance_prt_data_block,,h,144,536870912,000000001D108780,30362072,30373916
tag_files\tag_groups.cpp,5852,88,172,bs codes,per_mesh_prt_data_block,,h,145,536870912,000000001D0E4850,30362160,30374088
tag_files\tag_groups.cpp,5852,64,148,bs codes,per_instance_lightmap_texcoords_block,,h,146,536870912,000000001D107CE0,30362224,30374236
tag_files\tag_groups.cpp,5852,96,180,bs codes,vertex_buffers_block,,h,147,536870912,000000001D10F750,30362320,30374416
tag_files\tag_groups.cpp,5852,88,172,bs codes,index_buffers_block,,h,148,536870912,000000001D111250,30362408,30374588
tag_files\tag_groups.cpp,5852,88,172,bs codes,render_vertex_buffer_descriptor_struct,,h,149,536870912,000000001D10FED0,30362496,30374760
tag_files\tag_groups.cpp,5852,48,132,bs codes,render_vertex_buffer_block,,h,150,536870912,000000001D0C2160,30362544,30374892
tag_files\tag_groups.cpp,5852,72,156,bs codes,render_index_buffer_descriptor_struct,,h,151,536870912,000000001D10C670,30362616,30375048
tag_files\tag_groups.cpp,5852,48,132,bs codes,render_index_buffer_block,,h,152,536870912,000000001D0C2DC0,30362664,30375180
tag_files\tag_groups.cpp,5852,120,204,bs codes,render_geometry_api_resource_definition_struct,,h,153,536870912,000000001D111E80,30362784,30375384
tag_files\tag_groups.cpp,5852,288,372,bs codes,global_render_geometry_struct,,h,154,536870912,000000001D113660,30363072,30375756
tag_files\tag_groups.cpp,5852,264,348,bs codes,scenario_lightmap_airprobe_value,,h,155,536870912,000000001D1137E0,30363336,30376104
tag_files\tag_groups.cpp,5852,232,316,bs codes,scenario_lightmap_scenery_probe_value,,h,156,536870912,000000001D113950,30363568,30376420
tag_files\tag_groups.cpp,5852,240,324,bs codes,scenario_lightmap_device_machine_probe_value,,h,157,536870912,000000001D113AA0,30363808,30376744
tag_files\tag_groups.cpp,5852,112,196,bs codes,scenario_lightmap_device_machine_probe_data_value,,h,158,536870912,000000001D0FF430,30363920,30376940
tag_files\tag_groups.cpp,5852,32,116,bs codes,error_point_node_index_array,,h,159,536870912,000000001D0FA0F0,30363952,30377056
tag_files\tag_groups.cpp,5852,32,116,bs codes,error_point_node_weight_array,,h,160,536870912,000000001D0FABF0,30363984,30377172
tag_files\tag_groups.cpp,5852,128,212,bs codes,error_report_point_definition,,h,161,536870912,000000001D112200,30364112,30377384
tag_files\tag_groups.cpp,5852,80,164,bs codes,error_report_vertices_block,,h,162,536870912,000000001D10E2A0,30364192,30377548
tag_files\tag_groups.cpp,5852,104,188,bs codes,error_report_vectors_block,,h,163,536870912,000000001D0FF910,30364296,30377736
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_line_point_array,,h,164,536870912,000000001D0C3C60,30364336,30377860
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_lines_block,,h,165,536870912,000000001D10FA50,30364432,30378040
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_triangle_point_array,,h,166,536870912,000000001D0C3120,30364472,30378164
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_triangles_block,,h,167,536870912,000000001D10F990,30364568,30378344
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_quad_point_array,,h,168,536870912,000000001D0C2550,30364608,30378468
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_quads_block,,h,169,536870912,000000001D110350,30364704,30378648
tag_files\tag_groups.cpp,5852,112,196,bs codes,error_report_comments_block,,h,170,536870912,000000001D0FF500,30364816,30378844
tag_files\tag_groups.cpp,5852,344,428,bs codes,error_reports_block,,h,171,536870912,000000001D113BF0,30365160,30379272
tag_files\tag_groups.cpp,5852,96,180,bs codes,global_error_report_categories_block,,h,172,536870912,000000001D1113D0,30365256,30379452
tag_files\tag_groups.cpp,5852,360,444,bs codes,scenario_lightmap_bsp_data_block_struct,,h,173,536870912,000000001D113DB0,30365616,30379896
tag_files\tag_groups.cpp,5852,64,148,bs codes,response_block,,h,174,536870912,000000001D108640,30365680,30380044
tag_files\tag_groups.cpp,5852,248,332,bs codes,vocalization_definitions_block,,h,175,536870912,000000001D113F80,30365928,30380376
tag_files\tag_groups.cpp,5852,208,292,bs codes,vocalization_patterns_block,,h,176,536870912,000000001D1140E0,30366136,30380668
tag_files\tag_groups.cpp,5852,40,124,bs codes,dialogue_data_block,,h,177,536870912,000000001D0C3750,30366176,30380792
tag_files\tag_groups.cpp,5852,40,124,bs codes,involuntary_data_block,,h,178,536870912,000000001D0C1D70,30366216,30380916
tag_files\tag_groups.cpp,5852,160,244,bs codes,ai_dialogue_globals_struct_definition,,h,179,536870912,000000001D114210,30366376,30381160
tag_files\tag_groups.cpp,5852,56,140,bs codes,style_palette_block,,h,180,536870912,000000001D107380,30366432,30381300
tag_files\tag_groups.cpp,5852,64,148,bs codes,squad_groups_block,,h,181,536870912,000000001D106DE0,30366496,30381448
tag_files\tag_groups.cpp,5852,104,188,bs codes,patrol_point_block,,h,182,536870912,000000001D0FF5D0,30366600,30381636
tag_files\tag_groups.cpp,5852,328,412,bs codes,actor_starting_locations_block,,h,183,536870912,000000001D114310,30366928,30382048
tag_files\tag_groups.cpp,5852,224,308,bs codes,fire_team_block,,h,184,536870912,000000000188B4F0,30367152,30382356
tag_files\tag_groups.cpp,5852,128,212,bs codes,squads_struct,,h,185,536870912,000000001D1124A0,30367280,30382568
tag_files\tag_groups.cpp,5852,240,324,bs codes,old_squads_struct,,h,186,536870912,000000001D1144C0,30367520,30382892
tag_files\tag_groups.cpp,5852,136,220,bs codes,firing_positions_block,,h,187,536870912,000000001D0E9E00,30367656,30383112
tag_files\tag_groups.cpp,5852,32,116,bs codes,area_cluster_occupancy_bitvector_array,,h,188,536870912,000000001D0FA270,30367688,30383228
tag_files\tag_groups.cpp,5852,56,140,bs codes,flight_reference_block,,h,189,536870912,000000001D106FC0,30367744,30383368
tag_files\tag_groups.cpp,5852,184,268,bs codes,areas_block,,h,190,536870912,000000001D114660,30367928,30383636
tag_files\tag_groups.cpp,5852,104,188,bs codes,zone_block,,h,191,536870912,000000001D0FF9E0,30368032,30383824
tag_files\tag_groups.cpp,5852,56,140,bs codes,character_palette_block,,h,192,536870912,000000001D1071A0,30368088,30383964
tag_files\tag_groups.cpp,5852,40,124,bs codes,ai_recording_reference_block,,h,193,536870912,000000001D0C3870,30368128,30384088
tag_files\tag_groups.cpp,5852,104,188,bs codes,cs_point_block,,h,194,536870912,000000001D0FFAB0,30368232,30384276
tag_files\tag_groups.cpp,5852,80,164,bs codes,cs_point_set_block,,h,195,536870912,000000001D10DFE0,30368312,30384440
tag_files\tag_groups.cpp,5852,56,140,bs codes,cs_script_data_block,,h,196,536870912,000000001D107D80,30368368,30384580
tag_files\tag_groups.cpp,5852,64,148,bs codes,zone_set_block,,h,197,536870912,000000001D1077E0,30368432,30384728
tag_files\tag_groups.cpp,5852,64,148,bs codes,secondary_zone_set_block,,h,198,536870912,000000001D108320,30368496,30384876
tag_files\tag_groups.cpp,5852,48,132,bs codes,trigger_references,,h,199,536870912,000000001D0C3900,30368544,30385008
tag_files\tag_groups.cpp,5852,64,148,bs codes,secondary_set_trigger_block,,h,200,536870912,000000001D107100,30368608,30385156
tag_files\tag_groups.cpp,5852,32,116,bs codes,special_movement_block,,h,201,536870912,000000001D0FA6F0,30368640,30385272
tag_files\tag_groups.cpp,5852,88,172,bs codes,order_ending_block,,h,202,536870912,000000001D10F690,30368728,30385444
tag_files\tag_groups.cpp,5852,56,140,bs codes,pureform_distribution_block,,h,203,536870912,000000001D1074C0,30368784,30385584
tag_files\tag_groups.cpp,5852,248,332,bs codes,orders_block,,h,204,536870912,000000001D116620,30369032,30385916
tag_files\tag_groups.cpp,5852,112,196,bs codes,order_completion_condition,,h,205,536870912,000000001D0FEC10,30369144,30386112
tag_files\tag_groups.cpp,5852,80,164,bs codes,triggers_block,,h,206,536870912,000000001D10C5C0,30369224,30386276
tag_files\tag_groups.cpp,5852,64,148,bs codes,ai_scene_trigger_block,,h,207,536870912,000000001D108460,30369288,30386424
tag_files\tag_groups.cpp,5852,32,116,bs codes,ai_scene_role_variants_block,,h,208,536870912,000000001D0FAFF0,30369320,30386540
tag_files\tag_groups.cpp,5852,72,156,bs codes,ai_scene_role_block,,h,209,536870912,000000001D10D2D0,30369392,30386696
tag_files\tag_groups.cpp,5852,88,172,bs codes,ai_scene_block,,h,210,536870912,000000001D110890,30369480,30386868
tag_files\tag_groups.cpp,5852,56,140,bs codes,flock_palette_block,,h,211,536870912,000000001D107560,30369536,30387008
tag_files\tag_groups.cpp,5852,112,196,bs codes,flock_source_block,,h,212,536870912,000000001D0FF770,30369648,30387204
tag_files\tag_groups.cpp,5852,56,140,bs codes,flock_sink_block,,h,213,536870912,000000001D107060,30369704,30387344
tag_files\tag_groups.cpp,5852,200,284,bs codes,flock_instance_block,,h,214,536870912,000000001D117790,30369904,30387628
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_trigger_volume_struct,,h,215,536870912,000000001D10A920,30370080,30387888
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_trigger_volume_parameter_storage_array,,h,216,536870912,000000001D0FA2F0,30370112,30388004
tag_files\tag_groups.cpp,5852,96,180,bs codes,scenario_trigger_volume_fields_v0,,h,217,536870912,000000001D10FD50,30370208,30388184
